"country","coub","sex","age","reg_region","fborn","education","number"
"ALB","ALB",1,1,"EURO",0,1,106880
"ALB","ALB",1,1,"EURO",0,2,13112
"ALB","ALB",1,2,"EURO",0,1,16750
"ALB","ALB",1,2,"EURO",0,2,133026
"ALB","ALB",1,2,"EURO",0,3,91634
"ALB","ALB",1,2,"EURO",0,56,20092
"ALB","ALB",1,3,"EURO",0,1,10277
"ALB","ALB",1,3,"EURO",0,2,82144
"ALB","ALB",1,3,"EURO",0,3,54810
"ALB","ALB",1,3,"EURO",0,56,29445
"ALB","ALB",1,4,"EURO",0,1,6721
"ALB","ALB",1,4,"EURO",0,2,71473
"ALB","ALB",1,4,"EURO",0,3,68486
"ALB","ALB",1,4,"EURO",0,56,19877
"ALB","ALB",1,5,"EURO",0,1,7753
"ALB","ALB",1,5,"EURO",0,2,77612
"ALB","ALB",1,5,"EURO",0,3,85703
"ALB","ALB",1,5,"EURO",0,56,20276
"ALB","ALB",1,6,"EURO",0,1,14220
"ALB","ALB",1,6,"EURO",0,2,54773
"ALB","ALB",1,6,"EURO",0,3,55586
"ALB","ALB",1,6,"EURO",0,56,21874
"ALB","ALB",1,7,"EURO",0,1,62365
"ALB","ALB",1,7,"EURO",0,2,42975
"ALB","ALB",1,7,"EURO",0,3,29111
"ALB","ALB",1,7,"EURO",0,56,16122
"ALB","ALB",2,1,"EURO",0,1,99871
"ALB","ALB",2,1,"EURO",0,2,12680
"ALB","ALB",2,2,"EURO",0,1,14359
"ALB","ALB",2,2,"EURO",0,2,122244
"ALB","ALB",2,2,"EURO",0,3,76674
"ALB","ALB",2,2,"EURO",0,56,32001
"ALB","ALB",2,3,"EURO",0,1,7971
"ALB","ALB",2,3,"EURO",0,2,89141
"ALB","ALB",2,3,"EURO",0,3,37547
"ALB","ALB",2,3,"EURO",0,56,41775
"ALB","ALB",2,4,"EURO",0,1,5775
"ALB","ALB",2,4,"EURO",0,2,87718
"ALB","ALB",2,4,"EURO",0,3,66248
"ALB","ALB",2,4,"EURO",0,56,25767
"ALB","ALB",2,5,"EURO",0,1,9156
"ALB","ALB",2,5,"EURO",0,2,97699
"ALB","ALB",2,5,"EURO",0,3,71728
"ALB","ALB",2,5,"EURO",0,56,16825
"ALB","ALB",2,6,"EURO",0,1,28857
"ALB","ALB",2,6,"EURO",0,2,62826
"ALB","ALB",2,6,"EURO",0,3,41370
"ALB","ALB",2,6,"EURO",0,56,12476
"ALB","ALB",2,7,"EURO",0,1,107358
"ALB","ALB",2,7,"EURO",0,2,37130
"ALB","ALB",2,7,"EURO",0,3,15908
"ALB","ALB",2,7,"EURO",0,56,4362
"ALB","CAN",1,4,"NOAM",1,3,4
"ALB","CAN",1,4,"NOAM",1,56,4
"ALB","CAN",1,5,"NOAM",1,3,5
"ALB","CAN",1,5,"NOAM",1,56,7
"ALB","FRA",1,1,"EURO",1,1,5
"ALB","FRA",1,4,"EURO",1,56,5
"ALB","FRA",1,5,"EURO",1,56,5
"ALB","FYUG-MKD",1,1,"EURO",1,1,12
"ALB","FYUG-MKD",1,2,"EURO",1,2,17
"ALB","FYUG-MKD",1,2,"EURO",1,3,21
"ALB","FYUG-MKD",1,2,"EURO",1,56,10
"ALB","FYUG-MKD",1,3,"EURO",1,2,22
"ALB","FYUG-MKD",1,3,"EURO",1,3,36
"ALB","FYUG-MKD",1,3,"EURO",1,56,27
"ALB","FYUG-MKD",1,4,"EURO",1,2,32
"ALB","FYUG-MKD",1,4,"EURO",1,3,47
"ALB","FYUG-MKD",1,4,"EURO",1,56,21
"ALB","FYUG-MKD",1,5,"EURO",1,1,6
"ALB","FYUG-MKD",1,5,"EURO",1,2,65
"ALB","FYUG-MKD",1,5,"EURO",1,3,54
"ALB","FYUG-MKD",1,5,"EURO",1,56,13
"ALB","FYUG-MKD",1,6,"EURO",1,1,14
"ALB","FYUG-MKD",1,6,"EURO",1,2,50
"ALB","FYUG-MKD",1,6,"EURO",1,3,52
"ALB","FYUG-MKD",1,6,"EURO",1,56,11
"ALB","FYUG-MKD",1,7,"EURO",1,1,45
"ALB","FYUG-MKD",1,7,"EURO",1,2,23
"ALB","FYUG-MKD",1,7,"EURO",1,3,18
"ALB","FYUG-MKD",1,7,"EURO",1,56,10
"ALB","FYUG-MKD",2,1,"EURO",1,1,14
"ALB","FYUG-MKD",2,2,"EURO",1,2,16
"ALB","FYUG-MKD",2,2,"EURO",1,3,15
"ALB","FYUG-MKD",2,2,"EURO",1,56,6
"ALB","FYUG-MKD",2,3,"EURO",1,3,10
"ALB","FYUG-MKD",2,3,"EURO",1,56,11
"ALB","FYUG-MKD",2,4,"EURO",1,2,12
"ALB","FYUG-MKD",2,4,"EURO",1,3,17
"ALB","FYUG-MKD",2,4,"EURO",1,56,7
"ALB","FYUG-MKD",2,5,"EURO",1,2,14
"ALB","FYUG-MKD",2,5,"EURO",1,3,16
"ALB","FYUG-MKD",2,6,"EURO",1,1,8
"ALB","FYUG-MKD",2,6,"EURO",1,2,16
"ALB","FYUG-MKD",2,6,"EURO",1,3,11
"ALB","FYUG-MKD",2,7,"EURO",1,1,63
"ALB","FYUG-MKD",2,7,"EURO",1,2,10
"ALB","FYUG-MKD",2,7,"EURO",1,3,4
"ALB","FYUG-XXK",1,1,"EURO",1,1,11
"ALB","FYUG-XXK",1,1,"EURO",1,2,4
"ALB","FYUG-XXK",1,2,"EURO",1,1,45
"ALB","FYUG-XXK",1,2,"EURO",1,2,15
"ALB","FYUG-XXK",1,2,"EURO",1,3,84
"ALB","FYUG-XXK",1,2,"EURO",1,56,19
"ALB","FYUG-XXK",1,3,"EURO",1,1,14
"ALB","FYUG-XXK",1,3,"EURO",1,2,9
"ALB","FYUG-XXK",1,3,"EURO",1,3,28
"ALB","FYUG-XXK",1,3,"EURO",1,56,34
"ALB","FYUG-XXK",1,4,"EURO",1,1,5
"ALB","FYUG-XXK",1,4,"EURO",1,2,10
"ALB","FYUG-XXK",1,4,"EURO",1,3,19
"ALB","FYUG-XXK",1,4,"EURO",1,56,16
"ALB","FYUG-XXK",1,5,"EURO",1,2,4
"ALB","FYUG-XXK",1,5,"EURO",1,3,16
"ALB","FYUG-XXK",1,5,"EURO",1,56,12
"ALB","FYUG-XXK",1,6,"EURO",1,1,4
"ALB","FYUG-XXK",1,6,"EURO",1,3,4
"ALB","FYUG-XXK",1,6,"EURO",1,56,5
"ALB","FYUG-XXK",1,7,"EURO",1,1,10
"ALB","FYUG-XXK",1,7,"EURO",1,2,5
"ALB","FYUG-XXK",1,7,"EURO",1,56,5
"ALB","FYUG-XXK",2,1,"EURO",1,1,11
"ALB","FYUG-XXK",2,2,"EURO",1,1,37
"ALB","FYUG-XXK",2,2,"EURO",1,2,25
"ALB","FYUG-XXK",2,2,"EURO",1,3,36
"ALB","FYUG-XXK",2,2,"EURO",1,56,21
"ALB","FYUG-XXK",2,3,"EURO",1,1,12
"ALB","FYUG-XXK",2,3,"EURO",1,2,24
"ALB","FYUG-XXK",2,3,"EURO",1,3,29
"ALB","FYUG-XXK",2,3,"EURO",1,56,19
"ALB","FYUG-XXK",2,4,"EURO",1,2,11
"ALB","FYUG-XXK",2,4,"EURO",1,3,11
"ALB","FYUG-XXK",2,4,"EURO",1,56,16
"ALB","FYUG-XXK",2,5,"EURO",1,1,6
"ALB","FYUG-XXK",2,5,"EURO",1,3,8
"ALB","FYUG-XXK",2,5,"EURO",1,56,9
"ALB","FYUG-XXK",2,6,"EURO",1,1,6
"ALB","FYUG-XXK",2,6,"EURO",1,2,4
"ALB","FYUG-XXK",2,7,"EURO",1,1,20
"ALB","GRC",1,1,"EURO",1,1,126
"ALB","GRC",1,1,"EURO",1,2,12
"ALB","GRC",1,2,"EURO",1,1,228
"ALB","GRC",1,2,"EURO",1,2,44
"ALB","GRC",1,2,"EURO",1,3,39
"ALB","GRC",1,2,"EURO",1,56,10
"ALB","GRC",1,3,"EURO",1,1,82
"ALB","GRC",1,3,"EURO",1,2,35
"ALB","GRC",1,3,"EURO",1,3,37
"ALB","GRC",1,3,"EURO",1,56,17
"ALB","GRC",1,4,"EURO",1,1,54
"ALB","GRC",1,4,"EURO",1,2,45
"ALB","GRC",1,4,"EURO",1,3,64
"ALB","GRC",1,4,"EURO",1,56,35
"ALB","GRC",1,5,"EURO",1,1,19
"ALB","GRC",1,5,"EURO",1,2,81
"ALB","GRC",1,5,"EURO",1,3,140
"ALB","GRC",1,5,"EURO",1,56,35
"ALB","GRC",1,6,"EURO",1,1,39
"ALB","GRC",1,6,"EURO",1,2,82
"ALB","GRC",1,6,"EURO",1,3,126
"ALB","GRC",1,6,"EURO",1,56,48
"ALB","GRC",1,7,"EURO",1,1,212
"ALB","GRC",1,7,"EURO",1,2,179
"ALB","GRC",1,7,"EURO",1,3,129
"ALB","GRC",1,7,"EURO",1,56,63
"ALB","GRC",2,1,"EURO",1,1,115
"ALB","GRC",2,1,"EURO",1,2,11
"ALB","GRC",2,2,"EURO",1,1,348
"ALB","GRC",2,2,"EURO",1,2,41
"ALB","GRC",2,2,"EURO",1,3,41
"ALB","GRC",2,2,"EURO",1,56,16
"ALB","GRC",2,3,"EURO",1,1,76
"ALB","GRC",2,3,"EURO",1,2,16
"ALB","GRC",2,3,"EURO",1,3,27
"ALB","GRC",2,3,"EURO",1,56,17
"ALB","GRC",2,4,"EURO",1,1,25
"ALB","GRC",2,4,"EURO",1,2,6
"ALB","GRC",2,4,"EURO",1,3,32
"ALB","GRC",2,4,"EURO",1,56,17
"ALB","GRC",2,5,"EURO",1,1,37
"ALB","GRC",2,5,"EURO",1,2,25
"ALB","GRC",2,5,"EURO",1,3,43
"ALB","GRC",2,5,"EURO",1,56,10
"ALB","GRC",2,6,"EURO",1,1,50
"ALB","GRC",2,6,"EURO",1,2,47
"ALB","GRC",2,6,"EURO",1,3,54
"ALB","GRC",2,6,"EURO",1,56,14
"ALB","GRC",2,7,"EURO",1,1,318
"ALB","GRC",2,7,"EURO",1,2,94
"ALB","GRC",2,7,"EURO",1,3,42
"ALB","GRC",2,7,"EURO",1,56,11
"ALB","ITA",1,1,"EURO",1,1,29
"ALB","ITA",1,1,"EURO",1,2,4
"ALB","ITA",1,2,"EURO",1,1,44
"ALB","ITA",1,2,"EURO",1,2,8
"ALB","ITA",1,3,"EURO",1,1,15
"ALB","ITA",1,3,"EURO",1,2,5
"ALB","ITA",1,3,"EURO",1,3,9
"ALB","ITA",1,3,"EURO",1,56,17
"ALB","ITA",1,4,"EURO",1,1,11
"ALB","ITA",1,4,"EURO",1,3,10
"ALB","ITA",1,4,"EURO",1,56,26
"ALB","ITA",1,5,"EURO",1,1,4
"ALB","ITA",1,5,"EURO",1,2,7
"ALB","ITA",1,5,"EURO",1,3,24
"ALB","ITA",1,5,"EURO",1,56,29
"ALB","ITA",1,6,"EURO",1,1,5
"ALB","ITA",1,6,"EURO",1,2,5
"ALB","ITA",1,6,"EURO",1,3,24
"ALB","ITA",1,6,"EURO",1,56,19
"ALB","ITA",1,7,"EURO",1,1,7
"ALB","ITA",1,7,"EURO",1,2,7
"ALB","ITA",1,7,"EURO",1,3,11
"ALB","ITA",1,7,"EURO",1,56,15
"ALB","ITA",2,1,"EURO",1,1,30
"ALB","ITA",2,2,"EURO",1,1,60
"ALB","ITA",2,2,"EURO",1,2,12
"ALB","ITA",2,2,"EURO",1,3,11
"ALB","ITA",2,2,"EURO",1,56,5
"ALB","ITA",2,3,"EURO",1,1,13
"ALB","ITA",2,3,"EURO",1,3,22
"ALB","ITA",2,3,"EURO",1,56,13
"ALB","ITA",2,4,"EURO",1,2,7
"ALB","ITA",2,4,"EURO",1,3,20
"ALB","ITA",2,4,"EURO",1,56,13
"ALB","ITA",2,5,"EURO",1,1,6
"ALB","ITA",2,5,"EURO",1,3,10
"ALB","ITA",2,5,"EURO",1,56,10
"ALB","ITA",2,6,"EURO",1,3,14
"ALB","ITA",2,6,"EURO",1,56,12
"ALB","ITA",2,7,"EURO",1,1,14
"ALB","ITA",2,7,"EURO",1,2,4
"ALB","ITA",2,7,"EURO",1,3,30
"ALB","ITA",2,7,"EURO",1,56,29
"ALB","OTH",1,1,"UNK",1,1,42
"ALB","OTH",1,1,"UNK",1,2,4
"ALB","OTH",1,2,"UNK",1,1,27
"ALB","OTH",1,2,"UNK",1,2,22
"ALB","OTH",1,2,"UNK",1,3,51
"ALB","OTH",1,2,"UNK",1,56,20
"ALB","OTH",1,3,"UNK",1,1,17
"ALB","OTH",1,3,"UNK",1,2,9
"ALB","OTH",1,3,"UNK",1,3,25
"ALB","OTH",1,3,"UNK",1,56,51
"ALB","OTH",1,4,"UNK",1,1,16
"ALB","OTH",1,4,"UNK",1,2,8
"ALB","OTH",1,4,"UNK",1,3,26
"ALB","OTH",1,4,"UNK",1,56,62
"ALB","OTH",1,5,"UNK",1,1,8
"ALB","OTH",1,5,"UNK",1,2,7
"ALB","OTH",1,5,"UNK",1,3,22
"ALB","OTH",1,5,"UNK",1,56,50
"ALB","OTH",1,6,"UNK",1,2,9
"ALB","OTH",1,6,"UNK",1,3,14
"ALB","OTH",1,6,"UNK",1,56,28
"ALB","OTH",1,7,"UNK",1,1,15
"ALB","OTH",1,7,"UNK",1,2,11
"ALB","OTH",1,7,"UNK",1,3,6
"ALB","OTH",1,7,"UNK",1,56,15
"ALB","OTH",2,1,"UNK",1,1,59
"ALB","OTH",2,1,"UNK",1,2,5
"ALB","OTH",2,2,"UNK",1,1,61
"ALB","OTH",2,2,"UNK",1,2,31
"ALB","OTH",2,2,"UNK",1,3,63
"ALB","OTH",2,2,"UNK",1,56,35
"ALB","OTH",2,3,"UNK",1,1,12
"ALB","OTH",2,3,"UNK",1,2,12
"ALB","OTH",2,3,"UNK",1,3,80
"ALB","OTH",2,3,"UNK",1,56,96
"ALB","OTH",2,4,"UNK",1,1,5
"ALB","OTH",2,4,"UNK",1,2,17
"ALB","OTH",2,4,"UNK",1,3,37
"ALB","OTH",2,4,"UNK",1,56,48
"ALB","OTH",2,5,"UNK",1,1,5
"ALB","OTH",2,5,"UNK",1,2,6
"ALB","OTH",2,5,"UNK",1,3,17
"ALB","OTH",2,5,"UNK",1,56,37
"ALB","OTH",2,6,"UNK",1,3,10
"ALB","OTH",2,6,"UNK",1,56,10
"ALB","OTH",2,7,"UNK",1,1,14
"ALB","OTH",2,7,"UNK",1,2,5
"ALB","OTH",2,7,"UNK",1,3,9
"ALB","OTH",2,7,"UNK",1,56,11
"ALB","TUR",1,1,"EURO",1,1,39
"ALB","TUR",1,2,"EURO",1,1,161
"ALB","TUR",1,2,"EURO",1,2,17
"ALB","TUR",1,2,"EURO",1,3,18
"ALB","TUR",1,2,"EURO",1,56,4
"ALB","TUR",1,3,"EURO",1,1,37
"ALB","TUR",1,3,"EURO",1,2,5
"ALB","TUR",1,3,"EURO",1,3,32
"ALB","TUR",1,3,"EURO",1,56,79
"ALB","TUR",1,4,"EURO",1,1,19
"ALB","TUR",1,4,"EURO",1,2,13
"ALB","TUR",1,4,"EURO",1,3,26
"ALB","TUR",1,4,"EURO",1,56,77
"ALB","TUR",1,5,"EURO",1,1,17
"ALB","TUR",1,5,"EURO",1,2,8
"ALB","TUR",1,5,"EURO",1,3,16
"ALB","TUR",1,5,"EURO",1,56,11
"ALB","TUR",1,6,"EURO",1,1,13
"ALB","TUR",1,6,"EURO",1,2,5
"ALB","TUR",1,6,"EURO",1,56,6
"ALB","TUR",1,7,"EURO",1,1,25
"ALB","TUR",1,7,"EURO",1,2,7
"ALB","TUR",1,7,"EURO",1,3,4
"ALB","TUR",2,1,"EURO",1,1,26
"ALB","TUR",2,2,"EURO",1,1,214
"ALB","TUR",2,2,"EURO",1,2,8
"ALB","TUR",2,2,"EURO",1,3,13
"ALB","TUR",2,2,"EURO",1,56,10
"ALB","TUR",2,3,"EURO",1,1,66
"ALB","TUR",2,3,"EURO",1,2,12
"ALB","TUR",2,3,"EURO",1,3,27
"ALB","TUR",2,3,"EURO",1,56,40
"ALB","TUR",2,4,"EURO",1,1,18
"ALB","TUR",2,4,"EURO",1,3,21
"ALB","TUR",2,4,"EURO",1,56,19
"ALB","TUR",2,5,"EURO",1,1,19
"ALB","TUR",2,6,"EURO",1,1,17
"ALB","TUR",2,7,"EURO",1,1,48
"ALB","UNK",1,1,"UNK",1,1,75
"ALB","UNK",1,2,"UNK",1,1,1342
"ALB","UNK",1,2,"UNK",1,2,11
"ALB","UNK",1,2,"UNK",1,3,11
"ALB","UNK",1,3,"UNK",1,1,793
"ALB","UNK",1,3,"UNK",1,2,8
"ALB","UNK",1,3,"UNK",1,3,7
"ALB","UNK",1,4,"UNK",1,1,525
"ALB","UNK",1,4,"UNK",1,2,9
"ALB","UNK",1,4,"UNK",1,3,6
"ALB","UNK",1,5,"UNK",1,1,334
"ALB","UNK",1,5,"UNK",1,2,9
"ALB","UNK",1,5,"UNK",1,3,11
"ALB","UNK",1,6,"UNK",1,1,204
"ALB","UNK",1,6,"UNK",1,2,12
"ALB","UNK",1,6,"UNK",1,3,10
"ALB","UNK",1,7,"UNK",1,1,223
"ALB","UNK",1,7,"UNK",1,2,4
"ALB","UNK",1,7,"UNK",1,3,5
"ALB","UNK",2,1,"UNK",1,1,84
"ALB","UNK",2,2,"UNK",1,1,1811
"ALB","UNK",2,2,"UNK",1,2,9
"ALB","UNK",2,2,"UNK",1,3,7
"ALB","UNK",2,3,"UNK",1,1,464
"ALB","UNK",2,3,"UNK",1,2,22
"ALB","UNK",2,3,"UNK",1,56,11
"ALB","UNK",2,4,"UNK",1,1,159
"ALB","UNK",2,4,"UNK",1,2,21
"ALB","UNK",2,4,"UNK",1,3,19
"ALB","UNK",2,4,"UNK",1,56,8
"ALB","UNK",2,5,"UNK",1,1,164
"ALB","UNK",2,5,"UNK",1,2,37
"ALB","UNK",2,5,"UNK",1,3,30
"ALB","UNK",2,5,"UNK",1,56,6
"ALB","UNK",2,6,"UNK",1,1,154
"ALB","UNK",2,6,"UNK",1,2,20
"ALB","UNK",2,6,"UNK",1,3,8
"ALB","UNK",2,7,"UNK",1,1,341
"ALB","UNK",2,7,"UNK",1,2,11
"ALB","UNK",2,7,"UNK",1,3,5
"ALB","USA",1,1,"NOAM",1,1,29
"ALB","USA",1,1,"NOAM",1,2,4
"ALB","USA",1,2,"NOAM",1,1,116
"ALB","USA",1,2,"NOAM",1,2,6
"ALB","USA",1,2,"NOAM",1,3,4
"ALB","USA",1,3,"NOAM",1,1,23
"ALB","USA",1,3,"NOAM",1,56,15
"ALB","USA",1,4,"NOAM",1,1,12
"ALB","USA",1,4,"NOAM",1,56,15
"ALB","USA",1,5,"NOAM",1,1,11
"ALB","USA",1,5,"NOAM",1,3,9
"ALB","USA",1,5,"NOAM",1,56,5
"ALB","USA",1,6,"NOAM",1,1,9
"ALB","USA",1,6,"NOAM",1,3,4
"ALB","USA",1,6,"NOAM",1,56,9
"ALB","USA",1,7,"NOAM",1,1,13
"ALB","USA",1,7,"NOAM",1,56,8
"ALB","USA",2,1,"NOAM",1,1,34
"ALB","USA",2,2,"NOAM",1,1,199
"ALB","USA",2,2,"NOAM",1,2,4
"ALB","USA",2,2,"NOAM",1,3,6
"ALB","USA",2,2,"NOAM",1,56,11
"ALB","USA",2,3,"NOAM",1,1,51
"ALB","USA",2,3,"NOAM",1,3,8
"ALB","USA",2,3,"NOAM",1,56,22
"ALB","USA",2,4,"NOAM",1,1,12
"ALB","USA",2,4,"NOAM",1,3,4
"ALB","USA",2,4,"NOAM",1,56,10
"ALB","USA",2,5,"NOAM",1,1,24
"ALB","USA",2,5,"NOAM",1,3,4
"ALB","USA",2,5,"NOAM",1,56,11
"ALB","USA",2,6,"NOAM",1,1,22
"ALB","USA",2,6,"NOAM",1,56,9
"ALB","USA",2,7,"NOAM",1,1,23
"ARG","ARG",1,1,"SCAC",0,1,4764010
"ARG","ARG",1,1,"SCAC",0,2,55900
"ARG","ARG",1,1,"SCAC",0,3,140120
"ARG","ARG",1,1,"SCAC",0,4,20
"ARG","ARG",1,1,"SCAC",0,99,150450
"ARG","ARG",1,2,"SCAC",0,1,1199820
"ARG","ARG",1,2,"SCAC",0,2,968950
"ARG","ARG",1,2,"SCAC",0,3,621430
"ARG","ARG",1,2,"SCAC",0,4,426880
"ARG","ARG",1,2,"SCAC",0,56,59040
"ARG","ARG",1,3,"SCAC",0,1,1103590
"ARG","ARG",1,3,"SCAC",0,2,565070
"ARG","ARG",1,3,"SCAC",0,3,454500
"ARG","ARG",1,3,"SCAC",0,4,481340
"ARG","ARG",1,3,"SCAC",0,56,263180
"ARG","ARG",1,4,"SCAC",0,1,1001910
"ARG","ARG",1,4,"SCAC",0,2,397850
"ARG","ARG",1,4,"SCAC",0,3,336330
"ARG","ARG",1,4,"SCAC",0,4,330270
"ARG","ARG",1,4,"SCAC",0,56,216360
"ARG","ARG",1,5,"SCAC",0,1,1006340
"ARG","ARG",1,5,"SCAC",0,2,296310
"ARG","ARG",1,5,"SCAC",0,3,240250
"ARG","ARG",1,5,"SCAC",0,4,220880
"ARG","ARG",1,5,"SCAC",0,56,166430
"ARG","ARG",1,6,"SCAC",0,1,941560
"ARG","ARG",1,6,"SCAC",0,2,212440
"ARG","ARG",1,6,"SCAC",0,3,119150
"ARG","ARG",1,6,"SCAC",0,4,133330
"ARG","ARG",1,6,"SCAC",0,56,123070
"ARG","ARG",1,7,"SCAC",0,1,1046570
"ARG","ARG",1,7,"SCAC",0,2,165130
"ARG","ARG",1,7,"SCAC",0,3,83890
"ARG","ARG",1,7,"SCAC",0,4,97340
"ARG","ARG",1,7,"SCAC",0,56,82460
"ARG","ARG",2,1,"SCAC",0,1,4568360
"ARG","ARG",2,1,"SCAC",0,2,62010
"ARG","ARG",2,1,"SCAC",0,3,149180
"ARG","ARG",2,1,"SCAC",0,4,40
"ARG","ARG",2,1,"SCAC",0,56,10
"ARG","ARG",2,1,"SCAC",0,99,144250
"ARG","ARG",2,2,"SCAC",0,1,923850
"ARG","ARG",2,2,"SCAC",0,2,992240
"ARG","ARG",2,2,"SCAC",0,3,618520
"ARG","ARG",2,2,"SCAC",0,4,643260
"ARG","ARG",2,2,"SCAC",0,56,93410
"ARG","ARG",2,3,"SCAC",0,1,919590
"ARG","ARG",2,3,"SCAC",0,2,542600
"ARG","ARG",2,3,"SCAC",0,3,413750
"ARG","ARG",2,3,"SCAC",0,4,730950
"ARG","ARG",2,3,"SCAC",0,56,368010
"ARG","ARG",2,4,"SCAC",0,1,894710
"ARG","ARG",2,4,"SCAC",0,2,374410
"ARG","ARG",2,4,"SCAC",0,3,303310
"ARG","ARG",2,4,"SCAC",0,4,555040
"ARG","ARG",2,4,"SCAC",0,56,253660
"ARG","ARG",2,5,"SCAC",0,1,956180
"ARG","ARG",2,5,"SCAC",0,2,308270
"ARG","ARG",2,5,"SCAC",0,3,234410
"ARG","ARG",2,5,"SCAC",0,4,379900
"ARG","ARG",2,5,"SCAC",0,56,170400
"ARG","ARG",2,6,"SCAC",0,1,973050
"ARG","ARG",2,6,"SCAC",0,2,264770
"ARG","ARG",2,6,"SCAC",0,3,123370
"ARG","ARG",2,6,"SCAC",0,4,221740
"ARG","ARG",2,6,"SCAC",0,56,111390
"ARG","ARG",2,7,"SCAC",0,1,1584510
"ARG","ARG",2,7,"SCAC",0,2,229620
"ARG","ARG",2,7,"SCAC",0,3,104840
"ARG","ARG",2,7,"SCAC",0,4,165250
"ARG","ARG",2,7,"SCAC",0,56,56720
"ARG","AUS",1,1,"OCEA",1,1,20
"ARG","AUS",1,2,"OCEA",1,2,30
"ARG","AUS",1,2,"OCEA",1,3,20
"ARG","AUS",1,2,"OCEA",1,4,20
"ARG","AUS",1,2,"OCEA",1,56,10
"ARG","AUS",1,3,"OCEA",1,1,10
"ARG","AUS",1,3,"OCEA",1,2,10
"ARG","AUS",1,3,"OCEA",1,3,20
"ARG","AUS",1,3,"OCEA",1,4,60
"ARG","AUS",1,3,"OCEA",1,56,50
"ARG","AUS",1,4,"OCEA",1,1,10
"ARG","AUS",1,4,"OCEA",1,2,20
"ARG","AUS",1,4,"OCEA",1,3,10
"ARG","AUS",1,4,"OCEA",1,4,40
"ARG","AUS",1,4,"OCEA",1,56,30
"ARG","AUS",1,5,"OCEA",1,4,20
"ARG","AUS",1,5,"OCEA",1,56,10
"ARG","AUS",1,6,"OCEA",1,2,10
"ARG","AUS",2,2,"OCEA",1,1,10
"ARG","AUS",2,2,"OCEA",1,2,20
"ARG","AUS",2,2,"OCEA",1,3,10
"ARG","AUS",2,2,"OCEA",1,4,10
"ARG","AUS",2,2,"OCEA",1,56,10
"ARG","AUS",2,3,"OCEA",1,1,20
"ARG","AUS",2,3,"OCEA",1,2,20
"ARG","AUS",2,3,"OCEA",1,3,20
"ARG","AUS",2,3,"OCEA",1,4,40
"ARG","AUS",2,3,"OCEA",1,56,30
"ARG","AUS",2,4,"OCEA",1,1,10
"ARG","AUS",2,4,"OCEA",1,4,10
"ARG","AUS",2,6,"OCEA",1,3,10
"ARG","AUS",2,7,"OCEA",1,1,20
"ARG","AUS",2,7,"OCEA",1,2,30
"ARG","AUS",2,7,"OCEA",1,3,10
"ARG","AUT",1,1,"EURO",1,1,10
"ARG","AUT",1,2,"EURO",1,3,10
"ARG","AUT",1,3,"EURO",1,56,10
"ARG","AUT",1,5,"EURO",1,1,20
"ARG","AUT",1,5,"EURO",1,4,10
"ARG","AUT",1,5,"EURO",1,56,20
"ARG","AUT",1,6,"EURO",1,1,50
"ARG","AUT",1,6,"EURO",1,2,50
"ARG","AUT",1,6,"EURO",1,3,20
"ARG","AUT",1,6,"EURO",1,4,10
"ARG","AUT",1,7,"EURO",1,1,110
"ARG","AUT",1,7,"EURO",1,2,50
"ARG","AUT",1,7,"EURO",1,4,90
"ARG","AUT",1,7,"EURO",1,56,30
"ARG","AUT",2,1,"EURO",1,1,10
"ARG","AUT",2,2,"EURO",1,2,10
"ARG","AUT",2,2,"EURO",1,3,10
"ARG","AUT",2,2,"EURO",1,4,10
"ARG","AUT",2,3,"EURO",1,1,10
"ARG","AUT",2,3,"EURO",1,4,10
"ARG","AUT",2,3,"EURO",1,56,10
"ARG","AUT",2,4,"EURO",1,4,10
"ARG","AUT",2,6,"EURO",1,1,50
"ARG","AUT",2,6,"EURO",1,2,40
"ARG","AUT",2,6,"EURO",1,3,10
"ARG","AUT",2,6,"EURO",1,4,50
"ARG","AUT",2,6,"EURO",1,56,20
"ARG","AUT",2,7,"EURO",1,1,340
"ARG","AUT",2,7,"EURO",1,2,70
"ARG","AUT",2,7,"EURO",1,3,70
"ARG","AUT",2,7,"EURO",1,4,80
"ARG","AUT",2,7,"EURO",1,56,70
"ARG","BEL",1,1,"EURO",1,1,40
"ARG","BEL",1,1,"EURO",1,3,10
"ARG","BEL",1,1,"EURO",1,99,10
"ARG","BEL",1,2,"EURO",1,1,10
"ARG","BEL",1,2,"EURO",1,2,60
"ARG","BEL",1,2,"EURO",1,3,20
"ARG","BEL",1,2,"EURO",1,4,30
"ARG","BEL",1,3,"EURO",1,1,10
"ARG","BEL",1,3,"EURO",1,4,10
"ARG","BEL",1,3,"EURO",1,56,20
"ARG","BEL",1,4,"EURO",1,1,10
"ARG","BEL",1,4,"EURO",1,2,10
"ARG","BEL",1,4,"EURO",1,4,20
"ARG","BEL",1,4,"EURO",1,56,50
"ARG","BEL",1,5,"EURO",1,3,10
"ARG","BEL",1,5,"EURO",1,4,20
"ARG","BEL",1,5,"EURO",1,56,30
"ARG","BEL",1,6,"EURO",1,2,10
"ARG","BEL",1,6,"EURO",1,56,50
"ARG","BEL",1,7,"EURO",1,1,60
"ARG","BEL",1,7,"EURO",1,2,30
"ARG","BEL",1,7,"EURO",1,3,30
"ARG","BEL",1,7,"EURO",1,4,40
